Name,Size_of_the_bottle,MRP_of_the_bottle,Price_of_the_bottle,1Mg_URL
SBL Kali Sulphuricum Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-kali-sulphuricum-dilution-30-ch-otc348058
Dr Willmar Schwabe India Calcarea Fluorica Biochemic Tablet 12X,20 gm,₹110,₹77,https://www.1mg.com/otc/dr-willmar-schwabe-india-calcarea-fluorica-biochemic-tablet-12x-otc338253
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
Dr. Reckeweg Spongia Tosta Dilution 200 CH,11 ml,NA,MRP₹170,https://www.1mg.com/otc/dr.-reckeweg-spongia-tosta-dilution-200-ch-otc331651
SBL Guaiacum Dilution 30 CH,30 ml,₹100,₹92,https://www.1mg.com/otc/sbl-guaiacum-dilution-30-ch-otc347814
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
Dr Willmar Schwabe India Natrum Phosphoricum Biochemic Tablet 6X,20 gm,₹110,₹74,https://www.1mg.com/otc/dr-willmar-schwabe-india-natrum-phosphoricum-biochemic-tablet-6x-otc338131
New Life Bach Flower Rock Water 30,30 ml,₹125,₹117,https://www.1mg.com/otc/new-life-bach-flower-rock-water-30-otc386687
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
Medisynth Kofeez SF Cough Syrup Sugar Free,200 ml,₹170,₹150,https://www.1mg.com/otc/medisynth-kofeez-sf-cough-syrup-sugar-free-otc789806
Bjain Omeo Kalmegh Drop,30 ml,₹95,₹78,https://www.1mg.com/otc/bjain-omeo-kalmegh-drop-otc328718
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Rxhomeo Rhus Toxicodendron 200C Pellets,NA,₹150,₹78,https://www.1mg.com/otc/rxhomeo-rhus-toxicodendron-200c-pellets-otc759178
Bakson's Homeopathy Calcarea Fluorica Biochemic Tablet 12X,NA,₹105,₹102,https://www.1mg.com/otc/bakson-s-homeopathy-calcarea-fluorica-biochemic-tablet-12x-otc697439
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
SBL Eschscholtzia Californica Mother Tincture Q,30 ml,₹240,₹223,https://www.1mg.com/otc/sbl-eschscholtzia-californica-mother-tincture-q-otc338739
SBL Sabadilla Dilution 200 CH,30 ml,₹115,₹112,https://www.1mg.com/otc/sbl-sabadilla-dilution-200-ch-otc348623
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
Dr. Reckeweg Psorinum Dilution 30 CH,11 ml,₹135,₹127,https://www.1mg.com/otc/dr.-reckeweg-psorinum-dilution-30-ch-otc326478
Dr. Reckeweg Aurum Met Dilution 30 CH,11 ml,NA,MRP₹145,https://www.1mg.com/otc/dr.-reckeweg-aurum-met-dilution-30-ch-otc327874
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
Dr. Reckeweg Gelsemium Sempervirens Dilution 3X,11 ml,NA,MRP₹145,https://www.1mg.com/otc/dr.-reckeweg-gelsemium-sempervirens-dilution-3x-otc373838
Lord's Spondi-Rite Drop,30 ml,₹160,₹147,https://www.1mg.com/otc/lord-s-spondi-rite-drop-otc392934
Dr. Reckeweg Colocynthis Dilution 1000 CH,11 ml,NA,MRP₹195,https://www.1mg.com/otc/dr.-reckeweg-colocynthis-dilution-1000-ch-otc335465
Hapro Cretinox Syrup,500 ml,₹415,₹383,https://www.1mg.com/otc/hapro-cretinox-syrup-otc534793
Allen Five Phos General Tonic,500 ml,₹310,₹262,https://www.1mg.com/otc/allen-five-phos-general-tonic-otc756121
Bjain Rhus Toxicodendron Dilution 200 CH,100 ml,₹190,₹123,https://www.1mg.com/otc/bjain-rhus-toxicodendron-dilution-200-ch-otc434338
Ralson Remedies Ralnofev Fever Control Drops,30 ml,₹165,₹156,https://www.1mg.com/otc/ralson-remedies-ralnofev-fever-control-drops-otc455831
Wheezal Leuco-X Cream,25 gm,₹120,₹109,https://www.1mg.com/otc/wheezal-leuco-x-cream-otc339185
Pioneer Pharma Nux Vomica Globules Pellet Multidose Pills 200 CH,150 tablets,₹120,₹107,https://www.1mg.com/otc/pioneer-pharma-nux-vomica-globules-pellet-multidose-pills-200-ch-otc822777
Dr Willmar Schwabe India Conium Maculatum Dilution 200 CH,30 ml,₹115,₹97,https://www.1mg.com/otc/dr-willmar-schwabe-india-conium-maculatum-dilution-200-ch-otc400575
Dr Willmar Schwabe India Mercurius Solubilis Dilution 200 CH,30 ml,₹115,₹97,https://www.1mg.com/otc/dr-willmar-schwabe-india-mercurius-solubilis-dilution-200-ch-otc405595
SBL Calcarea Carbonica Dilution 1000 CH,30 ml,₹140,₹130,https://www.1mg.com/otc/sbl-calcarea-carbonica-dilution-1000-ch-otc346040
SBL Ammonium Carbonicum Dilution 200 CH,30 ml,₹115,₹109,https://www.1mg.com/otc/sbl-ammonium-carbonicum-dilution-200-ch-otc345781
Dr. Reckeweg Alumina Dilution 30 CH,11 ml,NA,MRP₹145,https://www.1mg.com/otc/dr.-reckeweg-alumina-dilution-30-ch-otc326913
SBL Ammonium Carbonicum Dilution 200 CH,30 ml,₹115,₹109,https://www.1mg.com/otc/sbl-ammonium-carbonicum-dilution-200-ch-otc345781
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
Dr. Reckeweg Alumina Dilution 30 CH,11 ml,NA,MRP₹145,https://www.1mg.com/otc/dr.-reckeweg-alumina-dilution-30-ch-otc326913
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
Dr. Reckeweg Urea Pura Dilution 6 CH,11 ml,₹145,₹129,https://www.1mg.com/otc/dr.-reckeweg-urea-pura-dilution-6-ch-otc375488
Bakson's Homeopathy Card Aid Drop,30 ml,₹205,₹151,https://www.1mg.com/otc/bakson-s-homeopathy-card-aid-drop-otc327289
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
LDD Bioscience Chloroformum Dilution 1000 CH,100 ml,₹230,₹196,https://www.1mg.com/otc/ldd-bioscience-chloroformum-dilution-1000-ch-otc841070
Bakson B3 Diarrhoea Drop,30 ml,₹185,₹157,https://www.1mg.com/otc/bakson-b3-diarrhoea-drop-otc387996
Dr. Reckeweg Colocynthis Mother Tincture Q,20 ml,NA,MRP₹270,https://www.1mg.com/otc/dr.-reckeweg-colocynthis-mother-tincture-q-otc327761
Dr. Reckeweg Medorrhinum Dilution 200 CH,11 ml,NA,MRP₹170,https://www.1mg.com/otc/dr.-reckeweg-medorrhinum-dilution-200-ch-otc331970
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
Bakson's Homeopathy Super Tonic,115 ml,₹130,₹117,https://www.1mg.com/otc/bakson-s-homeopathy-super-tonic-otc502927
Rxhomeo Arsenicum Album 30C Pellets,NA,₹150,₹78,https://www.1mg.com/otc/rxhomeo-arsenicum-album-30c-pellets-otc758845
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
Dr Willmar Schwabe India Balsam Peru Mother Tincture Q,30 ml,₹240,₹230,https://www.1mg.com/otc/dr-willmar-schwabe-india-balsam-peru-mother-tincture-q-otc390795
ADEL 86 Verintex N External Drop,20 ml,₹295,₹221,https://www.1mg.com/otc/adel-86-verintex-n-external-drop-otc326149
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
Dr Willmar Schwabe India Justicia Adhatoda Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/dr-willmar-schwabe-india-justicia-adhatoda-dilution-30-ch-otc404326
SBL Hydrastis Canadensis Dilution 200 CH,30 ml,₹115,₹112,https://www.1mg.com/otc/sbl-hydrastis-canadensis-dilution-200-ch-otc347871
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
Allen Vasakof Honey Cough Syrup 4Kids,100 ml,₹125,₹121,https://www.1mg.com/otc/allen-vasakof-honey-cough-syrup-4kids-otc330415
Bakson B18 Teeth Drop,30 ml,₹185,₹179,https://www.1mg.com/otc/bakson-b18-teeth-drop-otc388051
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
Bhargava Wormalin Tablet,90 tablets,₹180,₹170,https://www.1mg.com/otc/bhargava-wormalin-tablet-otc729132
Bjain Arnica Montana Dilution 200 CH,100 ml,₹190,₹145,https://www.1mg.com/otc/bjain-arnica-montana-dilution-200-ch-otc433311
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
Noble Life Energy E22 Snorin Snoring Drop,30 ml,₹235,₹212,https://www.1mg.com/otc/noble-life-energy-e22-snorin-snoring-drop-otc684360
SBL Digitalis Purpurea Mother Tincture Q,30 ml,₹105,₹86,https://www.1mg.com/otc/sbl-digitalis-purpurea-mother-tincture-q-otc338746
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Dr Willmar Schwabe India Antimonium Tartaricum Dilution 200 CH,30 ml,₹115,₹103,https://www.1mg.com/otc/dr-willmar-schwabe-india-antimonium-tartaricum-dilution-200-ch-otc396259
Dr. Reckeweg Titanium Met Dilution 30 CH,11 ml,NA,MRP₹145,https://www.1mg.com/otc/dr.-reckeweg-titanium-met-dilution-30-ch-otc326890
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
SBL Magnesia Phosphoricum Dilution 1000 CH,30 ml,₹140,₹132,https://www.1mg.com/otc/sbl-magnesia-phosphoricum-dilution-1000-ch-otc348252
Similia Belladona Mother Tincture Q,30 ml,₹125,₹104,https://www.1mg.com/otc/similia-belladona-mother-tincture-q-otc574307
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
SBL Hekla Lava Dilution 200 CH,30 ml,₹115,₹112,https://www.1mg.com/otc/sbl-hekla-lava-dilution-200-ch-otc347848
Bjain Carbo Vegetabilis Dilution 200 CH,100 ml,₹190,₹135,https://www.1mg.com/otc/bjain-carbo-vegetabilis-dilution-200-ch-otc437726
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
Dr Willmar Schwabe India Gelsemium Sempervirens Dilution 200 CH,30 ml,₹115,₹101,https://www.1mg.com/otc/dr-willmar-schwabe-india-gelsemium-sempervirens-dilution-200-ch-otc403226
ADEL Five Phosph Biochemic Tablet 6X,20 gm,₹180,₹160,https://www.1mg.com/otc/adel-five-phosph-biochemic-tablet-6x-otc326272
Allen Gastropep Digestive Sugar Free Tonic,500 ml,₹320,₹294,https://www.1mg.com/otc/allen-gastropep-digestive-sugar-free-tonic-otc756183
Dr. Reckeweg Medorrhinum Dilution 1000 CH,11 ml,₹195,₹174,https://www.1mg.com/otc/dr.-reckeweg-medorrhinum-dilution-1000-ch-otc331971
Dr. Reckeweg Carbo Veg Dilution 200 CH,100 ml,₹805,₹789,https://www.1mg.com/otc/dr.-reckeweg-carbo-veg-dilution-200-ch-otc573596
Wheezal Gastrolex Elixir,450 ml,₹300,₹267,https://www.1mg.com/otc/wheezal-gastrolex-elixir-otc722978
SBL Silicea Biochemic Tablet 30X,25 gm,₹110,₹107,https://www.1mg.com/otc/sbl-silicea-biochemic-tablet-30x-otc368311
Pioneer Pharma Acid Phos Globules Pellet Multidose Pill 200 CH,150 tablets,₹120,₹93.6,https://www.1mg.com/otc/pioneer-pharma-acid-phos-globules-pellet-multidose-pill-200-ch-otc822600
Bjain Emblica Officinalis Mother Tincture Q,100 ml,₹195,₹185,https://www.1mg.com/otc/bjain-emblica-officinalis-mother-tincture-q-otc445646
Dr. Reckeweg Lobelia Inf Mother Tincture Q,20 ml,₹355,₹316,https://www.1mg.com/otc/dr.-reckeweg-lobelia-inf-mother-tincture-q-otc327582
Allen A41 Memory Drop,30 ml,₹170,₹151,https://www.1mg.com/otc/allen-a41-memory-drop-otc330427
German's Aesculus Hemorrhoid Cream,25 gm,₹70,₹61,https://www.1mg.com/otc/german-s-aesculus-hemorrhoid-cream-otc651845
Wheezal Diabonol Drop,30 ml,₹160,₹142,https://www.1mg.com/otc/wheezal-diabonol-drop-otc339233
Dr. Reckeweg Calc Fluor Dilution 200 CH,11 ml,₹160,₹158,https://www.1mg.com/otc/dr.-reckeweg-calc-fluor-dilution-200-ch-otc335824
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
SBL Kali Bromatum Dilution 200 CH,30 ml,₹115,₹110,https://www.1mg.com/otc/sbl-kali-bromatum-dilution-200-ch-otc348035
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
SBL Hypericum Perforatum Dilution 1000 CH,30 ml,₹140,₹126,https://www.1mg.com/otc/sbl-hypericum-perforatum-dilution-1000-ch-otc347948
SBL Cortisone Dilution 30 CH,30 ml,₹100,₹93,https://www.1mg.com/otc/sbl-cortisone-dilution-30-ch-otc352163
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
Pioneer Pharma Anacardium Globules Pellet Multidose Pills 200 CH,150 tablets,₹120,₹93.6,https://www.1mg.com/otc/pioneer-pharma-anacardium-globules-pellet-multidose-pills-200-ch-otc822615
Medisynth Kofgan Pill,25 gm,₹125,₹114,https://www.1mg.com/otc/medisynth-kofgan-pill-otc339288
Adven Calciboost-W Tablet,90 tablets,₹225,₹210,https://www.1mg.com/otc/adven-calciboost-w-tablet-otc726141
Dr Willmar Schwabe India Kali Phosphoricum Dilution 30 CH,30 ml,₹100,₹91,https://www.1mg.com/otc/dr-willmar-schwabe-india-kali-phosphoricum-dilution-30-ch-otc404529
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
SBL Wyethia Helenioides Dilution 30 CH,30 ml,₹100,₹97.5,https://www.1mg.com/otc/sbl-wyethia-helenioides-dilution-30-ch-otc348675
Allen Nutraceutical Kids Multivitamin with Vitamin D3 & Zinc Drop,15 ml,₹80,₹74,https://www.1mg.com/otc/allen-nutraceutical-kids-multivitamin-with-vitamin-d3-zinc-drop-otc756457
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
Bhargava Rhomo Oil,60 ml,₹148,₹142,https://www.1mg.com/otc/bhargava-rhomo-oil-otc326143
Adven Hamamelis-Gold Drop,30 ml,₹175,₹136,https://www.1mg.com/otc/adven-hamamelis-gold-drop-otc328942
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
Wheezal WL08 Cough Drop,30 ml,₹175,₹156,https://www.1mg.com/otc/wheezal-wl08-cough-drop-otc387866
Dr Willmar Schwabe India Kali Phosphoricum Biochemic Tablet 6X,20 gm,₹110,₹87,https://www.1mg.com/otc/dr-willmar-schwabe-india-kali-phosphoricum-biochemic-tablet-6x-otc338231
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
SBL Quercus Rober Trituration Tablet 1X,25 gm,₹300,₹283,https://www.1mg.com/otc/sbl-quercus-rober-trituration-tablet-1x-otc330977
Rxhomeo Aconitum Napellus 30C Pellets,NA,₹150,₹78,https://www.1mg.com/otc/rxhomeo-aconitum-napellus-30c-pellets-otc758657
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
SBL Iodium Dilution 200 CH,30 ml,₹115,₹109,https://www.1mg.com/otc/sbl-iodium-dilution-200-ch-otc347966
SBL Actaea Spicata Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-actaea-spicata-dilution-30-ch-otc345699
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
SBL Baptisia Tinctoria Dilution 200 CH,30 ml,₹115,₹105,https://www.1mg.com/otc/sbl-baptisia-tinctoria-dilution-200-ch-otc345999
SBL Psorinum Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/sbl-psorinum-dilution-30-ch-otc348552
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Allen A42 Prostatitis Drop,30 ml,₹170,₹153,https://www.1mg.com/otc/allen-a42-prostatitis-drop-otc330397
Dr Willmar Schwabe India Graphites Dilution 30 CH,30 ml,NA,MRP₹100,https://www.1mg.com/otc/dr-willmar-schwabe-india-graphites-dilution-30-ch-otc403552
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
Lord's Alfalfa Malt Tonic,450 gm,₹310,₹288,https://www.1mg.com/otc/lord-s-alfalfa-malt-tonic-otc544534
Pioneer Pharma Arnica Globules Pellet Multidose Pills 200 CH,150 tablets,₹120,₹93.6,https://www.1mg.com/otc/pioneer-pharma-arnica-globules-pellet-multidose-pills-200-ch-otc822642
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
Wheezal Glandolex Tablet,25 gm,₹195,₹184,https://www.1mg.com/otc/wheezal-glandolex-tablet-otc339248
Lord's China Officinalis Mother Tincture Q,30 ml,₹100,₹89,https://www.1mg.com/otc/lord-s-china-officinalis-mother-tincture-q-otc738015
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
LDD Bioscience Asthakure Syrup,180 ml,₹180,₹167,https://www.1mg.com/otc/ldd-bioscience-asthakure-syrup-otc604921
Bakson B61 Blood Purifier Drop,30 ml,₹185,₹144,https://www.1mg.com/otc/bakson-b61-blood-purifier-drop-otc388115
SBL Ledum Palustre Mother Tincture Q,30 ml,₹240,₹220,https://www.1mg.com/otc/sbl-ledum-palustre-mother-tincture-q-otc338443
Ralson Remedies Smoothie Complexion Cream,25 gm,₹110,₹100,https://www.1mg.com/otc/ralson-remedies-smoothie-complexion-cream-otc499938
Dr. Reckeweg Sulphur Dilution 6 CH,11 ml,₹145,₹130,https://www.1mg.com/otc/dr.-reckeweg-sulphur-dilution-6-ch-otc375296
SBL Origanum Majorana Mother Tincture Q,30 ml,₹150,₹132,https://www.1mg.com/otc/sbl-origanum-majorana-mother-tincture-q-otc338646
Radient Genex Forte  Oral Drops,30 ml,₹330,₹314,https://www.1mg.com/otc/radient-genex-forte-oral-drops-otc800147
Dr Willmar Schwabe India Baptisia Tinctoria Mother Tincture Q,30 ml,₹275,₹224,https://www.1mg.com/otc/dr-willmar-schwabe-india-baptisia-tinctoria-mother-tincture-q-otc390796
SBL Glowing Beauty Fairness Cream,30 gm,₹70,₹66.2,https://www.1mg.com/otc/sbl-glowing-beauty-fairness-cream-otc328990
Dr Willmar Schwabe India Antimonium Crudum Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/dr-willmar-schwabe-india-antimonium-crudum-dilution-30-ch-otc396036
Dr. Reckeweg Tellurium Metallicum Dilution 30,11 ml,₹145,₹133,https://www.1mg.com/otc/dr.-reckeweg-tellurium-metallicum-dilution-30-otc326384
Wheezal WL05 Cervical Spondylitis Drop,30 ml,₹175,₹161,https://www.1mg.com/otc/wheezal-wl05-cervical-spondylitis-drop-otc387859
SBL Sticta Pulmonaria Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-sticta-pulmonaria-dilution-30-ch-otc348753
Bakson's Homeopathy Astha Aid Drop,100 ml,₹330,₹294,https://www.1mg.com/otc/bakson-s-homeopathy-astha-aid-drop-otc659384
SBL Tonsilat Tablet,450 gm,₹865,₹726,https://www.1mg.com/otc/sbl-tonsilat-tablet-otc812934
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
St. George’s Erectin Q L Drop,30 ml,₹165,₹160,https://www.1mg.com/otc/st.-george-s-erectin-q-l-drop-otc529693
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
Dr Willmar Schwabe India Ruta Graveolens Mother Tincture Q,30 ml,₹110,₹94,https://www.1mg.com/otc/dr-willmar-schwabe-india-ruta-graveolens-mother-tincture-q-otc391619
Bhargava Migin Tablet,30 tablets,NA,MRP₹155,https://www.1mg.com/otc/bhargava-migin-tablet-otc327443
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
Bhargava Sciaati Drop,30 ml,₹175,₹170,https://www.1mg.com/otc/bhargava-sciaati-drop-otc659602
Allen A80 Vertigo Drop,30 ml,₹170,₹153,https://www.1mg.com/otc/allen-a80-vertigo-drop-otc330339
Dr. Reckeweg Rhus Tox Dilution 30 CH,100 ml,₹725,₹703,https://www.1mg.com/otc/dr.-reckeweg-rhus-tox-dilution-30-ch-otc573699
SBL Plumbum Metallicum Dilution 30 CH,30 ml,₹100,₹91,https://www.1mg.com/otc/sbl-plumbum-metallicum-dilution-30-ch-otc348542
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
Ralson Remedies Smoothie Drop,30 ml,₹165,₹150,https://www.1mg.com/otc/ralson-remedies-smoothie-drop-otc455836
Dr. Reckeweg Hypericum Perforatum Mother Tincture Q,20 ml,₹315,₹282,https://www.1mg.com/otc/dr.-reckeweg-hypericum-perforatum-mother-tincture-q-otc327606
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
SBL Cassia Sophera Mother Tincture Q,30 ml,₹125,₹112,https://www.1mg.com/otc/sbl-cassia-sophera-mother-tincture-q-otc338788
SBL Kali Bromatum Dilution 200 CH,30 ml,₹115,₹110,https://www.1mg.com/otc/sbl-kali-bromatum-dilution-200-ch-otc348035
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
Doliosis D9 Snore Relief Drop,30 ml,₹200,₹177,https://www.1mg.com/otc/doliosis-d9-snore-relief-drop-otc392473
SBL Pulsatilla Nigricans Mother Tincture Q,30 ml,₹425,₹377,https://www.1mg.com/otc/sbl-pulsatilla-nigricans-mother-tincture-q-otc348956
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
Dr. Reckeweg Apocynum Can Mother Tincture Q,20 ml,₹270,₹240,https://www.1mg.com/otc/dr.-reckeweg-apocynum-can-mother-tincture-q-otc327802
Dr. Reckeweg Rhus Tox Dilution 200 CH,100 ml,₹805,₹744,https://www.1mg.com/otc/dr.-reckeweg-rhus-tox-dilution-200-ch-otc573705
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
Homeotrade Globules (Size 35),NA,₹260,₹243,https://www.1mg.com/otc/homeotrade-globules-size-35-otc665913
Dr. Reckeweg Tuberculinum B Dilution 1000 CH,11 ml,₹210,₹178,https://www.1mg.com/otc/dr.-reckeweg-tuberculinum-b-dilution-1000-ch-otc331548
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
SBL Zerogrype Drop,30 ml,₹75,₹66.8,https://www.1mg.com/otc/sbl-zerogrype-drop-otc328999
Dr Willmar Schwabe India Chamodent Tablet,10 gm,₹125,₹111,https://www.1mg.com/otc/dr-willmar-schwabe-india-chamodent-tablet-otc327684
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Dr Willmar Schwabe India Antimonium Crudum Dilution 200 CH,30 ml,₹115,₹100,https://www.1mg.com/otc/dr-willmar-schwabe-india-antimonium-crudum-dilution-200-ch-otc396033
SBL Bacillinum Dilution 1000 CH,30 ml,₹140,₹124,https://www.1mg.com/otc/sbl-bacillinum-dilution-1000-ch-otc345994
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
Dr Willmar Schwabe Germany Biofungin Syrup,100 ml,₹400,₹392,https://www.1mg.com/otc/dr-willmar-schwabe-germany-biofungin-syrup-otc672576
SBL Sanguinarina Nitrica Dilution 30 CH,30 ml,₹100,₹97.5,https://www.1mg.com/otc/sbl-sanguinarina-nitrica-dilution-30-ch-otc348665
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
Bakson's Homeopathy Kali Muriaticum Biochemic Tablet 6X,NA,₹105,₹102,https://www.1mg.com/otc/bakson-s-homeopathy-kali-muriaticum-biochemic-tablet-6x-otc695166
SBL Lecithinum Trituration Tablet 6X,25 gm,₹175,₹165,https://www.1mg.com/otc/sbl-lecithinum-trituration-tablet-6x-otc338980
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
SBL Stramonium Dilution 200 CH,30 ml,₹115,₹109,https://www.1mg.com/otc/sbl-stramonium-dilution-200-ch-otc348762
