Name,Size_of_the_bottle,MRP_of_the_bottle,Price_of_the_bottle,1Mg_URL
Bjain Agnus Castus Dilution 3X,100 ml,₹225,₹155,https://www.1mg.com/otc/bjain-agnus-castus-dilution-3x-otc429563
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
Dr. Reckeweg Angustura V Dilution 30 CH,11 ml,NA,MRP₹135,https://www.1mg.com/otc/dr.-reckeweg-angustura-v-dilution-30-ch-otc326904
Haslab HC 18 Ledum Complex Tablet,20 gm,₹75,₹66.2,https://www.1mg.com/otc/haslab-hc-18-ledum-complex-tablet-otc388161
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹210,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
Adven A-162 Bone Drop,30 ml,₹190,₹157,https://www.1mg.com/otc/adven-a-162-bone-drop-otc517175
Allen Anti Fungal Combo (A02 + Derma Plus Cream),NA,₹270,₹257,https://www.1mg.com/otc/allen-anti-fungal-combo-a02-derma-plus-cream-otc378072
Dr Willmar Schwabe Germany Hyoscyamus Niger Dilution 30,10 ml,NA,MRP₹180,https://www.1mg.com/otc/dr-willmar-schwabe-germany-hyoscyamus-niger-dilution-30-otc696128
Bjain Equisetum Hymale Mother Tincture Q,100 ml,₹195,₹179,https://www.1mg.com/otc/bjain-equisetum-hymale-mother-tincture-q-otc445655
Dr. Reckeweg Acid Fluor Dilution 30 CH,100 ml,NA,MRP₹685,https://www.1mg.com/otc/dr.-reckeweg-acid-fluor-dilution-30-ch-otc573433
Dr Willmar Schwabe India Urtica Dioica Mother Tincture Q,30 ml,NA,MRP₹125,https://www.1mg.com/otc/dr-willmar-schwabe-india-urtica-dioica-mother-tincture-q-otc391546
St. George’s Wart Q Nil Drop,30 ml,₹165,₹157,https://www.1mg.com/otc/st.-george-s-wart-q-nil-drop-otc529710
Dr. Reckeweg Chelidonium Maj Dilution 1000 CH,11 ml,₹195,₹194,https://www.1mg.com/otc/dr.-reckeweg-chelidonium-maj-dilution-1000-ch-otc335599
SBL Prednisone Dilution 30 CH,30 ml,₹100,₹95,https://www.1mg.com/otc/sbl-prednisone-dilution-30-ch-otc356362
Kent's K15 Migraine Oral Drops,30 ml,₹160,₹147,https://www.1mg.com/otc/kent-s-k15-migraine-oral-drops-otc802420
Wheezal WL44 Trauma & Injury Drop,30 ml,₹175,₹171,https://www.1mg.com/otc/wheezal-wl44-trauma-injury-drop-otc387936
SBL Arnica Montana Radice Mother Tincture Q,30 ml,₹150,₹145,https://www.1mg.com/otc/sbl-arnica-montana-radice-mother-tincture-q-otc338815
Dr Willmar Schwabe India Carbo Animalis Dilution 30 CH,30 ml,₹100,₹97,https://www.1mg.com/otc/dr-willmar-schwabe-india-carbo-animalis-dilution-30-ch-otc398625
REPL Dr. Advice No.123 Verti-Go Drop,30 ml,₹180,₹165,https://www.1mg.com/otc/repl-dr.-advice-no.123-verti-go-drop-otc901242
SBL Thlaspi Bursa Pastoris Dilution 1000 CH,30 ml,₹140,₹133,https://www.1mg.com/otc/sbl-thlaspi-bursa-pastoris-dilution-1000-ch-otc348827
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
Dr Willmar Schwabe Germany Carbo Animalis Dilution 200,10 ml,NA,MRP₹215,https://www.1mg.com/otc/dr-willmar-schwabe-germany-carbo-animalis-dilution-200-otc695493
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
ADEL Urea Pura. Dilution 30,10 ml,₹145,₹143,https://www.1mg.com/otc/adel-urea-pura.-dilution-30-otc327201
Bio India Bach Flower Star of Bethlehem,100 ml,₹250,₹213,https://www.1mg.com/otc/bio-india-bach-flower-star-of-bethlehem-otc517915
Sunny Herbals Sun Care Cream,100 gm,₹270,₹203,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
SBL Baryta Carbonicum Dilution 10M CH,30 ml,₹315,₹307,https://www.1mg.com/otc/sbl-baryta-carbonicum-dilution-10m-ch-otc385143
German's Broncho Care and Cure Syrup,200 ml,₹200,₹170,https://www.1mg.com/otc/german-s-broncho-care-and-cure-syrup-otc649978
Dr. Reckeweg Crotalus Hor Dilution 1000 CH,11 ml,₹195,₹194,https://www.1mg.com/otc/dr.-reckeweg-crotalus-hor-dilution-1000-ch-otc335454
Dr Willmar Schwabe India Hippomanes Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/dr-willmar-schwabe-india-hippomanes-dilution-30-ch-otc403995
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹227,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
Lord's Calculi Syrup,115 ml,₹120,₹106,https://www.1mg.com/otc/lord-s-calculi-syrup-otc392924
Organon Carbo Veg Dilution 30,10 ml,NA,MRP₹42,https://www.1mg.com/otc/organon-carbo-veg-dilution-30-otc903066
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
Dr Willmar Schwabe India Arum Triphyllum Dilution 200 CH,30 ml,₹105,₹104,https://www.1mg.com/otc/dr-willmar-schwabe-india-arum-triphyllum-dilution-200-ch-otc396686
Lord's L 149 Obesity Drop,30 ml,₹160,₹149,https://www.1mg.com/otc/lord-s-l-149-obesity-drop-otc449162
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
Wheezal WG10 Radiation Side Effects Gold Drop,30 ml,NA,MRP₹350,https://www.1mg.com/otc/wheezal-wg10-radiation-side-effects-gold-drop-otc669958
SBL Jaborandi Dilution 1000 CH,30 ml,₹140,₹137,https://www.1mg.com/otc/sbl-jaborandi-dilution-1000-ch-otc347983
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
SBL Pulsatilla Nigricans Dilution 50M CH,10 ml,₹300,₹293,https://www.1mg.com/otc/sbl-pulsatilla-nigricans-dilution-50m-ch-otc385302
Dr. Johns Livoboost Forte Tonic,200 ml,₹130,₹112,https://www.1mg.com/otc/dr.-johns-livoboost-forte-tonic-otc390140
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
Pioneer Pharma Carbo Vegetabilis Globules Pellet Multidose Pills 200 CH,150 tablets,₹120,₹93.6,https://www.1mg.com/otc/pioneer-pharma-carbo-vegetabilis-globules-pellet-multidose-pills-200-ch-otc822929
SBL Anacardium Occidentale Dilution 1000 CH,30 ml,₹140,₹137,https://www.1mg.com/otc/sbl-anacardium-occidentale-dilution-1000-ch-otc345846
Sunny Herbals Almond Shampoo,250 ml,₹215,₹183,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
Pioneer Pharma Arsenic Album Globules Pellet Multidose Pills 6 CH,150 tablets,₹120,₹92.4,https://www.1mg.com/otc/pioneer-pharma-arsenic-album-globules-pellet-multidose-pills-6-ch-otc883674
Dr. Raj Carditone Gold Drop,30 ml,₹160,₹147,https://www.1mg.com/otc/dr.-raj-carditone-gold-drop-otc549305
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Dr Willmar Schwabe India Asterias Rubens Dilution 30 CH,30 ml,NA,MRP₹100,https://www.1mg.com/otc/dr-willmar-schwabe-india-asterias-rubens-dilution-30-ch-otc396960
Bjain Solidago Virgaurea Mother Tincture Q,30 ml,₹240,₹214,https://www.1mg.com/otc/bjain-solidago-virgaurea-mother-tincture-q-otc445555
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
Allen Calcitone Calcium Syrup,200 ml,₹170,₹151,https://www.1mg.com/otc/allen-calcitone-calcium-syrup-otc330282
Bhargava Hepatina Syrup,200 ml,₹145,₹135,https://www.1mg.com/otc/bhargava-hepatina-syrup-otc728236
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
Dr. Johns Ashoka Female Tonic,120 ml,₹85,₹76.5,https://www.1mg.com/otc/dr.-johns-ashoka-female-tonic-otc392386
Bjain Thyroidinum Dilution 200 CH,100 ml,₹190,₹175,https://www.1mg.com/otc/bjain-thyroidinum-dilution-200-ch-otc431655
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹210,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
Adven Elixir-Tone Tonic,180 ml,₹185,₹160,https://www.1mg.com/otc/adven-elixir-tone-tonic-otc328938
Bjain Colchicum Autumnale Dilution 30 CH,100 ml,₹180,₹169,https://www.1mg.com/otc/bjain-colchicum-autumnale-dilution-30-ch-otc437232
Pioneer Pharma Cydonia Vulgaris Globules Pellet Multidose Pills 200 CH,150 tablets,NA,MRP₹120,https://www.1mg.com/otc/pioneer-pharma-cydonia-vulgaris-globules-pellet-multidose-pills-200-ch-otc920749
Pioneer Pharma Wiesbaden Globules Pellet Multidose Pills 1000 CH,150 tablets,NA,MRP₹150,https://www.1mg.com/otc/pioneer-pharma-wiesbaden-globules-pellet-multidose-pills-1000-ch-otc912684
ADEL Conium Mac. Dilution 200,10 ml,₹165,₹163,https://www.1mg.com/otc/adel-conium-mac.-dilution-200-otc334389
Dr Willmar Schwabe India Olibanum Dilution 1000 CH,30 ml,NA,MRP₹120,https://www.1mg.com/otc/dr-willmar-schwabe-india-olibanum-dilution-1000-ch-otc394600
SBL Natrum Muriaticum Dilution 12 CH,30 ml,₹100,₹97.5,https://www.1mg.com/otc/sbl-natrum-muriaticum-dilution-12-ch-otc355040
St. George’s Fat Q Nil Drop,30 ml,₹165,₹157,https://www.1mg.com/otc/st.-george-s-fat-q-nil-drop-otc529694
Healwell Sofskin Cream,25 gm,₹80,₹72,https://www.1mg.com/otc/healwell-sofskin-cream-otc499015
SBL Senna Dilution 200 CH,30 ml,₹115,₹112,https://www.1mg.com/otc/sbl-senna-dilution-200-ch-otc358265
Bjain Hypericum Perforatum Dilution 30 CH,12 ml,₹60,₹52.2,https://www.1mg.com/otc/bjain-hypericum-perforatum-dilution-30-ch-otc710167
Lord's Phytolacca Berry Mother Tincture Q,30 ml,₹130,₹107,https://www.1mg.com/otc/lord-s-phytolacca-berry-mother-tincture-q-otc737088
ADEL Hypericum Mother Tincture Q,20 ml,₹300,₹296,https://www.1mg.com/otc/adel-hypericum-mother-tincture-q-otc327621
German's Arthritic Care and Cure Syrup,125 ml,₹140,₹119,https://www.1mg.com/otc/german-s-arthritic-care-and-cure-syrup-otc649969
German's Arthritic Care and Cure Syrup,125 ml,₹140,₹119,https://www.1mg.com/otc/german-s-arthritic-care-and-cure-syrup-otc649969
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
Bjain Caladium Seguinum Dilution 3X,100 ml,₹225,₹207,https://www.1mg.com/otc/bjain-caladium-seguinum-dilution-3x-otc436324
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
Dr. Reckeweg Natrum Arsenicum Dilution 1000 CH,11 ml,₹195,₹194,https://www.1mg.com/otc/dr.-reckeweg-natrum-arsenicum-dilution-1000-ch-otc331849
SBL Citrus Limonum Mother Tincture Q,30 ml,₹105,₹95,https://www.1mg.com/otc/sbl-citrus-limonum-mother-tincture-q-otc338773
Sunny Herbals Sun Care Cream,100 gm,₹270,₹203,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
Dr Batra's Hair Fall Control Shampoo SLES Free,500 ml,₹699,₹419,https://www.1mg.com/otc/dr-batra-s-hair-fall-control-shampoo-sles-free-otc432882
Noble Life Energy E39 Bowlex Constipation Drop,30 ml,₹235,₹206,https://www.1mg.com/otc/noble-life-energy-e39-bowlex-constipation-drop-otc684420
Dr Willmar Schwabe India Calcarea Phosphorica Biochemic Tablet 200X,20 gm,₹120,₹105,https://www.1mg.com/otc/dr-willmar-schwabe-india-calcarea-phosphorica-biochemic-tablet-200x-otc338249
Kent's K14 Leucoderma Oral Drops,30 ml,₹160,₹144,https://www.1mg.com/otc/kent-s-k14-leucoderma-oral-drops-otc802418
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹227,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
Hahnemann Labs Asoka Tonic,100 ml,₹123,₹119,https://www.1mg.com/otc/hahnemann-labs-asoka-tonic-otc416080
Dr Willmar Schwabe India Candida Albicans Dilution 50M CH,10 ml,NA,MRP₹300,https://www.1mg.com/otc/dr-willmar-schwabe-india-candida-albicans-dilution-50m-ch-otc398545
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
ADEL Conium Mac. Dilution 1M,10 ml,₹210,₹207,https://www.1mg.com/otc/adel-conium-mac.-dilution-1m-otc334390
Kent's K48 Teeth Oral Drops,30 ml,₹160,₹147,https://www.1mg.com/otc/kent-s-k48-teeth-oral-drops-otc802561
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
ADEL Sinapis Nigra Dilution 30 CH,10 ml,₹145,₹142,https://www.1mg.com/otc/adel-sinapis-nigra-dilution-30-ch-otc327267
SBL Arnica Montana Radix Dilution 200 CH,30 ml,₹115,₹112,https://www.1mg.com/otc/sbl-arnica-montana-radix-dilution-200-ch-otc351141
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
Similia Natrum Mur Biochemic Tablet 6X,25 gm,₹95,₹71.3,https://www.1mg.com/otc/similia-natrum-mur-biochemic-tablet-6x-otc692830
Medisynth Azadirachta Indica Q,30 ml,₹105,₹94.5,https://www.1mg.com/otc/medisynth-azadirachta-indica-q-otc865636
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
Dr. Reckeweg Aloe Soc Dilution 1000 CH,11 ml,NA,MRP₹195,https://www.1mg.com/otc/dr.-reckeweg-aloe-soc-dilution-1000-ch-otc335971
ADEL Five Phosph Biochemic Tablet 30X,20 gm,₹180,₹176,https://www.1mg.com/otc/adel-five-phosph-biochemic-tablet-30x-otc733366
Sunny Herbals Almond Shampoo,250 ml,₹215,₹183,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
Bjain Aconitum Napellus Dilution 30 CH,12 ml,₹60,₹52.2,https://www.1mg.com/otc/bjain-aconitum-napellus-dilution-30-ch-otc718390
Dr Willmar Schwabe India Osmium Metallicum Dilution 200 CH,30 ml,₹115,₹90.9,https://www.1mg.com/otc/dr-willmar-schwabe-india-osmium-metallicum-dilution-200-ch-otc394506
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
ADEL Ruta Grav Dilution 30 CH,10 ml,₹145,₹143,https://www.1mg.com/otc/adel-ruta-grav-dilution-30-ch-otc327850
REPL Dr. Advice No.48 Growth Drop,30 ml,₹180,₹160,https://www.1mg.com/otc/repl-dr.-advice-no.48-growth-drop-otc339383
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
Pioneer Pharma Phosphorus Globules Pellet Multidose Pills 200 CH,150 tablets,₹120,₹96,https://www.1mg.com/otc/pioneer-pharma-phosphorus-globules-pellet-multidose-pills-200-ch-otc822791
Dr. Johns Angiocare Drop,30 ml,₹140,₹126,https://www.1mg.com/otc/dr.-johns-angiocare-drop-otc390163
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
ADEL Kali Brom. Dilution 200,10 ml,₹165,₹158,https://www.1mg.com/otc/adel-kali-brom.-dilution-200-otc763282
Bakson's Homeopathy Kalmegh Aid Syrup,115 ml,₹110,₹85.8,https://www.1mg.com/otc/bakson-s-homeopathy-kalmegh-aid-syrup-otc659530
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹210,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
Lord's Pancreatinum Trituration Tablet 3X,25 gm,₹170,₹148,https://www.1mg.com/otc/lord-s-pancreatinum-trituration-tablet-3x-otc561150
ADEL Aconitum Napellus Dilution 1M,10 ml,₹210,₹207,https://www.1mg.com/otc/adel-aconitum-napellus-dilution-1m-otc328691
Pioneer Pharma Bacillinum Globules Pellet Multidose Pills 1000 CH,150 tablets,₹150,₹120,https://www.1mg.com/otc/pioneer-pharma-bacillinum-globules-pellet-multidose-pills-1000-ch-otc908755
REPL Dr. Advice No.57 Hysteria Drop,30 ml,₹180,₹175,https://www.1mg.com/otc/repl-dr.-advice-no.57-hysteria-drop-otc339392
Dr Willmar Schwabe Germany Arsenicum Album Dilution 30,10 ml,NA,MRP₹180,https://www.1mg.com/otc/dr-willmar-schwabe-germany-arsenicum-album-dilution-30-otc672466
SBL Prostatinum Dilution 1000 CH,30 ml,₹140,₹133,https://www.1mg.com/otc/sbl-prostatinum-dilution-1000-ch-otc356372
Similia Pterocarpus M Mother Tincture,30 ml,₹125,₹93.8,https://www.1mg.com/otc/similia-pterocarpus-m-mother-tincture-otc693732
Dr. Reckeweg Petroleum Dilution 10M CH,11 ml,₹215,₹214,https://www.1mg.com/otc/dr.-reckeweg-petroleum-dilution-10m-ch-otc374825
ADEL Ars Sulp Flav Dilution 30,10 ml,₹145,₹143,https://www.1mg.com/otc/adel-ars-sulp-flav-dilution-30-otc326688
SBL Fel Tauri Dilution 6 CH,30 ml,₹100,₹97.5,https://www.1mg.com/otc/sbl-fel-tauri-dilution-6-ch-otc352730
New Life Natrum Sulphuricum Biochemic Tablet 6X,25 gm,NA,MRP₹100,https://www.1mg.com/otc/new-life-natrum-sulphuricum-biochemic-tablet-6x-otc942463
SBL Acid Sulphuricum Dilution 200 CH,30 ml,₹115,₹109,https://www.1mg.com/otc/sbl-acid-sulphuricum-dilution-200-ch-otc345678
Dr Willmar Schwabe India Kali Phosphoricum Dilution 1000 CH,30 ml,NA,MRP₹140,https://www.1mg.com/otc/dr-willmar-schwabe-india-kali-phosphoricum-dilution-1000-ch-otc404526
Dr Willmar Schwabe India Eriodictyon Glutinosum Mother Tincture Q,30 ml,₹275,₹244,https://www.1mg.com/otc/dr-willmar-schwabe-india-eriodictyon-glutinosum-mother-tincture-q-otc391454
Dr Willmar Schwabe India Calcarea Phosphorica Biochemic Tablet 3X,550 gm,₹680,₹655,https://www.1mg.com/otc/dr-willmar-schwabe-india-calcarea-phosphorica-biochemic-tablet-3x-otc448584
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
Pioneer Pharma Alloxanum Globules Pellet Multidose Pills 6 CH,150 tablets,₹120,₹92.4,https://www.1mg.com/otc/pioneer-pharma-alloxanum-globules-pellet-multidose-pills-6-ch-otc872606
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
Pioneer Pharma Hypericum Globules Pellet Multidose Pills 200 CH,150 tablets,₹120,₹93.6,https://www.1mg.com/otc/pioneer-pharma-hypericum-globules-pellet-multidose-pills-200-ch-otc822478
Dr. Reckeweg Vanadium Met Dilution 200 CH,11 ml,₹160,₹159,https://www.1mg.com/otc/dr.-reckeweg-vanadium-met-dilution-200-ch-otc331525
Sunny Herbals Sun Care Cream,100 gm,₹270,₹203,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
St. George’s Bach Flower Agrimony 6 CH,30 ml,₹175,₹166,https://www.1mg.com/otc/st.-george-s-bach-flower-agrimony-6-ch-otc399676
Fr Muller Special Ear Oil,20 ml,₹70,₹55.3,https://www.1mg.com/otc/fr-muller-special-ear-oil-otc782100
ADEL Levico Dilution 30 CH,10 ml,₹145,₹143,https://www.1mg.com/otc/adel-levico-dilution-30-ch-otc327258
Dr. Reckeweg Corallium Rub Dilution 30 CH,11 ml,NA,MRP₹135,https://www.1mg.com/otc/dr.-reckeweg-corallium-rub-dilution-30-ch-otc326809
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹227,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
Dr. Reckeweg Belladonna Dilution 50M CH,11 ml,₹250,₹248,https://www.1mg.com/otc/dr.-reckeweg-belladonna-dilution-50m-ch-otc373077
Allen Haemogen,500 ml,₹310,₹291,https://www.1mg.com/otc/allen-haemogen-otc756362
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
SBL Pulsatilla Nigricans 0/3 LM,20 gm,₹185,₹180,https://www.1mg.com/otc/sbl-pulsatilla-nigricans-0-3-lm-otc365271
SBL Acidum Benzoicum Mother Tincture Q,30 ml,₹125,₹108,https://www.1mg.com/otc/sbl-acidum-benzoicum-mother-tincture-q-otc338883
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
Fr Muller Hydrocotyle Ointment,15 gm,₹60,₹47.4,https://www.1mg.com/otc/fr-muller-hydrocotyle-ointment-otc782050
Healwell Muscuheal Gel,25 gm,₹129,₹116,https://www.1mg.com/otc/healwell-muscuheal-gel-otc499014
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
SBL Calcarea Iodatum Dilution 200 CH,30 ml,₹115,₹109,https://www.1mg.com/otc/sbl-calcarea-iodatum-dilution-200-ch-otc346072
Pioneer Pharma Agnus Castus Globules Pellet Multidose Pills 6 CH,150 tablets,₹120,₹92.4,https://www.1mg.com/otc/pioneer-pharma-agnus-castus-globules-pellet-multidose-pills-6-ch-otc872600
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
Bakson B58 Pneumo Hepatic Drop,30 ml,₹185,₹179,https://www.1mg.com/otc/bakson-b58-pneumo-hepatic-drop-otc388111
SBL Acid Oxalicum Dilution 200 CH,30 ml,₹115,₹106,https://www.1mg.com/otc/sbl-acid-oxalicum-dilution-200-ch-otc345636
Sunny Herbals Almond Shampoo,250 ml,₹215,₹183,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
Dr Willmar Schwabe India Thuja Occidentalis Dilution 10M CH,10 ml,NA,MRP₹195,https://www.1mg.com/otc/dr-willmar-schwabe-india-thuja-occidentalis-dilution-10m-ch-otc406384
Bjain Grindelia Robusta Mother Tincture Q,30 ml,₹240,₹221,https://www.1mg.com/otc/bjain-grindelia-robusta-mother-tincture-q-otc445476
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Bjain Calcarea Fluorica Dilution 30 CH,30 ml,₹95,₹76,https://www.1mg.com/otc/bjain-calcarea-fluorica-dilution-30-ch-otc436495
Pioneer Pharma Acidum Uricum Globules Pellet Multidose Pills 6 CH,150 tablets,₹120,₹92.4,https://www.1mg.com/otc/pioneer-pharma-acidum-uricum-globules-pellet-multidose-pills-6-ch-otc872589
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
SBL Gunpowder Dilution 200 CH,30 ml,₹115,₹109,https://www.1mg.com/otc/sbl-gunpowder-dilution-200-ch-otc347827
Dr Willmar Schwabe India Crataegus Oxyacantha Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/dr-willmar-schwabe-india-crataegus-oxyacantha-dilution-200-ch-otc400643
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
Wheezal Selenium Trituration Tablet 3X,25 gm,₹175,₹156,https://www.1mg.com/otc/wheezal-selenium-trituration-tablet-3x-otc842418
SBL Rosmarinus Officinalis Dilution 6 CH,30 ml,₹100,₹97,https://www.1mg.com/otc/sbl-rosmarinus-officinalis-dilution-6-ch-otc355932
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹210,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
Haslab HC 4 Aletris Complex Tablet,20 gm,₹75,₹67.5,https://www.1mg.com/otc/haslab-hc-4-aletris-complex-tablet-otc388143
Allen Arsenicum Album Dilution 30,30 ml,₹90,₹85.5,https://www.1mg.com/otc/allen-arsenicum-album-dilution-30-otc649287
Haslab HC 34 Merc. Sol. Complex Tablet,20 gm,₹75,₹67.5,https://www.1mg.com/otc/haslab-hc-34-merc.-sol.-complex-tablet-otc388187
St. George’s Burn Q Nil Ointment,30 gm,₹100,₹95,https://www.1mg.com/otc/st.-george-s-burn-q-nil-ointment-otc529602
Lord's L 170 Veins Drop,30 ml,₹160,₹149,https://www.1mg.com/otc/lord-s-l-170-veins-drop-otc449195
LDD Bioscience Avena Sativa Mother Tincture Q,100 ml,₹190,₹181,https://www.1mg.com/otc/ldd-bioscience-avena-sativa-mother-tincture-q-otc691799
SBL Luffa Operculata Dilution 200 CH,30 ml,₹115,₹109,https://www.1mg.com/otc/sbl-luffa-operculata-dilution-200-ch-otc354357
Dr. Reckeweg Cedron Dilution 200 CH,11 ml,₹160,₹159,https://www.1mg.com/otc/dr.-reckeweg-cedron-dilution-200-ch-otc335614
Bjain Thyroidinum Trituration Tablet 6X,25 gm,₹145,₹133,https://www.1mg.com/otc/bjain-thyroidinum-trituration-tablet-6x-otc484326
Dr Willmar Schwabe India Natrum Carbonicum Dilution 200 CH,30 ml,NA,MRP₹115,https://www.1mg.com/otc/dr-willmar-schwabe-india-natrum-carbonicum-dilution-200-ch-otc395268
Dr Willmar Schwabe Germany Dioscorea Villosa Dilution 200,10 ml,NA,MRP₹215,https://www.1mg.com/otc/dr-willmar-schwabe-germany-dioscorea-villosa-dilution-200-otc695701
Bio India Bach Flower Honeysuckle,100 ml,₹250,₹218,https://www.1mg.com/otc/bio-india-bach-flower-honeysuckle-otc517757
SBL Lycopodium Clavatum 0/7 LM,20 gm,₹185,₹179,https://www.1mg.com/otc/sbl-lycopodium-clavatum-0-7-lm-otc365600
