Name,Size_of_the_bottle,MRP_of_the_bottle,Price_of_the_bottle,1Mg_URL
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
SBL Selenium Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-selenium-dilution-30-ch-otc338228
Dr. Reckeweg Caladium Seg Dilution 200 CH,11 ml,₹170,₹161,https://www.1mg.com/otc/dr.-reckeweg-caladium-seg-dilution-200-ch-otc335830
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
SBL Magnesia Phosphoricum Dilution 200 CH,30 ml,₹115,₹103,https://www.1mg.com/otc/sbl-magnesia-phosphoricum-dilution-200-ch-otc348253
Bakson's Homeopathy Calcarea Fluorica Biochemic Tablet 6X,NA,₹720,₹643,https://www.1mg.com/otc/bakson-s-homeopathy-calcarea-fluorica-biochemic-tablet-6x-otc697438
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
ADEL Alfalfa Tonic with Ginseng,500 ml,₹1250,₹1049,https://www.1mg.com/otc/adel-alfalfa-tonic-with-ginseng-otc724466
LDD Bioscience Orthonip,60 tablets,₹450,₹405,https://www.1mg.com/otc/ldd-bioscience-orthonip-otc628290
Haslab -Scm Cineraria Maritima Eye Drop,10 ml,₹144,₹137,https://www.1mg.com/otc/haslab-scm-cineraria-maritima-eye-drop-otc339479
SBL Ammi Visnaga Cream,25 gm,₹75,₹66,https://www.1mg.com/otc/sbl-ammi-visnaga-cream-otc330976
Bakson's Homeopathy Kali Muriaticum Biochemic Tablet 6X,NA,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-kali-muriaticum-biochemic-tablet-6x-otc695167
Dr. Reckeweg Carica Papaya Mother Tincture Q,20 ml,₹360,₹320,https://www.1mg.com/otc/dr.-reckeweg-carica-papaya-mother-tincture-q-otc327455
Bakson's Homeopathy Kali Phosphoricum Biochemic Tablet 3X,NA,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-kali-phosphoricum-biochemic-tablet-3x-otc695196
Dr Willmar Schwabe India Alpha - WD Drop,30 ml,₹125,₹114,https://www.1mg.com/otc/dr-willmar-schwabe-india-alpha-wd-drop-otc327174
Dr. Reckeweg Allium Sativum Mother Tincture Q,20 ml,₹315,₹244,https://www.1mg.com/otc/dr.-reckeweg-allium-sativum-mother-tincture-q-otc327808
SBL Physostigma Venenosum Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/sbl-physostigma-venenosum-dilution-30-ch-otc348512
Allen Varicose Vein Massage Oil,100 ml,₹200,₹180,https://www.1mg.com/otc/allen-varicose-vein-massage-oil-otc756783
SBL Berberis Aquifolium Dilution 30 CH,30 ml,₹100,₹91,https://www.1mg.com/otc/sbl-berberis-aquifolium-dilution-30-ch-otc346014
SBL Osteo Arthritic Nosode Dilution 200 CH,30 ml,₹115,₹101,https://www.1mg.com/otc/sbl-osteo-arthritic-nosode-dilution-200-ch-otc348922
Adven Folli Plus Tablet,90 tablets,₹225,₹182,https://www.1mg.com/otc/adven-folli-plus-tablet-otc726146
Bakson's Homeopathy Biocombination 17 Tablet,NA,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-biocombination-17-tablet-otc694659
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
Dr. Reckeweg Passiflora Inc Mother Tincture Q,20 ml,₹315,₹296,https://www.1mg.com/otc/dr.-reckeweg-passiflora-inc-mother-tincture-q-otc327409
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
Bakson's Homeopathy Natrum Sulphuricum Biochemic Tablet 30X,NA,₹720,₹700,https://www.1mg.com/otc/bakson-s-homeopathy-natrum-sulphuricum-biochemic-tablet-30x-otc695560
SBL Hekla Lava Trituration Tablet 3X,25 gm,₹175,₹156,https://www.1mg.com/otc/sbl-hekla-lava-trituration-tablet-3x-otc338992
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
Bakson's Homeopathy Kali Phosphoricum Biochemic Tablet 12X,NA,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-kali-phosphoricum-biochemic-tablet-12x-otc695192
Wheezal Memorine Drop,30 ml,₹150,₹135,https://www.1mg.com/otc/wheezal-memorine-drop-otc339232
Bakson's Homeopathy Magnesium Phosphoricum Biochemic Tablet 12X,NA,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-magnesium-phosphoricum-biochemic-tablet-12x-otc695219
Bakson's Homeopathy Calcarea Fluorica Biochemic Tablet 30X,NA,₹720,₹696,https://www.1mg.com/otc/bakson-s-homeopathy-calcarea-fluorica-biochemic-tablet-30x-otc697443
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
SBL Syzygium Jambolanum Trituration Tablet 1X,25 gm,₹165,₹134,https://www.1mg.com/otc/sbl-syzygium-jambolanum-trituration-tablet-1x-otc330981
Bakson's Homeopathy Biocombination 2 Tablet,NA,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-biocombination-2-tablet-otc694677
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
Dr. Reckeweg Ashwagandha Mother Tincture Q,100 ml,NA,MRP₹1030,https://www.1mg.com/otc/dr.-reckeweg-ashwagandha-mother-tincture-q-otc573731
Bakson's Homeopathy Biocombination 19 Tablet,NA,NA,MRP₹720,https://www.1mg.com/otc/bakson-s-homeopathy-biocombination-19-tablet-otc694671
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
Bakson's Homeopathy Natrum Muriaticum Biochemic Tablet 3X,NA,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-natrum-muriaticum-biochemic-tablet-3x-otc695232
Bakson's Homeopathy Biocombination 3 Tablet,NA,₹720,₹696,https://www.1mg.com/otc/bakson-s-homeopathy-biocombination-3-tablet-otc694804
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
Bakson's Homeopathy Biocombination 24 Tablet,NA,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-biocombination-24-tablet-otc694720
Bakson's Homeopathy Biocombination 12 Tablet,NA,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-biocombination-12-tablet-otc694625
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
Bakson's Homeopathy Natrum Phosphoricum Biochemic Tablet 12X,NA,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-natrum-phosphoricum-biochemic-tablet-12x-otc695237
Bakson's Homeopathy Natrum Muriaticum Biochemic Tablet 30X,NA,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-natrum-muriaticum-biochemic-tablet-30x-otc695230
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
Bakson's Homeopathy Natrum Phosphoricum Biochemic Tablet 3X,NA,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-natrum-phosphoricum-biochemic-tablet-3x-otc695241
Bakson's Homeopathy Tense Aid Tablet,200 tablets,₹500,₹334,https://www.1mg.com/otc/bakson-s-homeopathy-tense-aid-tablet-otc502933
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Bakson's Homeopathy Calcarea Phosphorica Biochemic Tablet 12X,NA,₹720,₹497,https://www.1mg.com/otc/bakson-s-homeopathy-calcarea-phosphorica-biochemic-tablet-12x-otc695102
LDD Bioscience Yelo-Lax Tablet,50 tablets,₹130,₹126,https://www.1mg.com/otc/ldd-bioscience-yelo-lax-tablet-otc604958
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
LDD Bioscience Yelo-Lax Tablet,1000 tablets,₹1100,₹1012,https://www.1mg.com/otc/ldd-bioscience-yelo-lax-tablet-otc628330
SBL Titanium Metallicum Trituration Tablet 3X,25 gm,₹175,₹161,https://www.1mg.com/otc/sbl-titanium-metallicum-trituration-tablet-3x-otc338958
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
Bakson's Homeopathy Ferrum Phosphoricum Biochemic Tablet 6X,NA,₹105,₹85,https://www.1mg.com/otc/bakson-s-homeopathy-ferrum-phosphoricum-biochemic-tablet-6x-otc695144
Wheezal Hymusa Syrup,450 ml,₹320,₹298,https://www.1mg.com/otc/wheezal-hymusa-syrup-otc624057
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
SBL Ledum Palustre Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-ledum-palustre-dilution-30-ch-otc338317
SBL Insulinum Dilution 30 CH,30 ml,₹100,₹85,https://www.1mg.com/otc/sbl-insulinum-dilution-30-ch-otc348861
SBL Clematis Erecta Dilution 30 CH,30 ml,₹100,₹92,https://www.1mg.com/otc/sbl-clematis-erecta-dilution-30-ch-otc346187
Bakson's Homeopathy Kali Phosphoricum Biochemic Tablet 6X,NA,₹120,₹90,https://www.1mg.com/otc/bakson-s-homeopathy-kali-phosphoricum-biochemic-tablet-6x-otc695197
Dr. Reckeweg Aesculus Hippocastanum Dilution 30 CH,11 ml,₹145,₹130,https://www.1mg.com/otc/dr.-reckeweg-aesculus-hippocastanum-dilution-30-ch-otc326923
Dr Willmar Schwabe India Graphites Pentarkan Ptk 50 Tablet,20 gm,₹185,₹139,https://www.1mg.com/otc/dr-willmar-schwabe-india-graphites-pentarkan-ptk-50-tablet-otc327654
Dr. Reckeweg Tribulus Terr Mother Tincture Q,20 ml,₹315,₹305,https://www.1mg.com/otc/dr.-reckeweg-tribulus-terr-mother-tincture-q-otc327485
Wheezal Eye Bright Eye Drop,10 ml,₹100,₹91,https://www.1mg.com/otc/wheezal-eye-bright-eye-drop-otc339231
Dr Willmar Schwabe India Alpha - NC Tablet,20 gm,₹198,₹135,https://www.1mg.com/otc/dr-willmar-schwabe-india-alpha-nc-tablet-otc326045
Dr Willmar Schwabe India Alfalfa Mother Tincture Q,30 ml,₹110,₹92,https://www.1mg.com/otc/dr-willmar-schwabe-india-alfalfa-mother-tincture-q-otc390639
SBL Tranquil Tablet,450 gm,₹865,₹812,https://www.1mg.com/otc/sbl-tranquil-tablet-otc812935
Wheezal Petrolatum-W Pure Petroleum Jelly,100 gm,₹190,₹167,https://www.1mg.com/otc/wheezal-petrolatum-w-pure-petroleum-jelly-otc339203
SBL Iris Versicolor Dilution 30 CH,30 ml,₹100,₹91,https://www.1mg.com/otc/sbl-iris-versicolor-dilution-30-ch-otc347978
SBL Colocynthis Mother Tincture Q,30 ml,₹125,₹111,https://www.1mg.com/otc/sbl-colocynthis-mother-tincture-q-otc338494
SBL Ammonium Carbonicum Dilution 30 CH,30 ml,₹100,₹86,https://www.1mg.com/otc/sbl-ammonium-carbonicum-dilution-30-ch-otc345780
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
SBL Symphytum Officinale Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-symphytum-officinale-dilution-30-ch-otc348813
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
Allen Dewarts Cream,25 gm,₹100,₹90,https://www.1mg.com/otc/allen-dewarts-cream-otc330457
Dr Willmar Schwabe India Topi Cardiospermum Cream,25 gm,₹80,₹73,https://www.1mg.com/otc/dr-willmar-schwabe-india-topi-cardiospermum-cream-otc326142
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
Dr. Reckeweg Cantharis Dilution 30 CH,11 ml,₹145,₹130,https://www.1mg.com/otc/dr.-reckeweg-cantharis-dilution-30-ch-otc326862
Bjain Cephalandra Indica Mother Tincture Q,100 ml,₹195,₹118,https://www.1mg.com/otc/bjain-cephalandra-indica-mother-tincture-q-otc445338
SBL Ratanhia Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-ratanhia-dilution-200-ch-otc348589
SBL Chelidonium Majus Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-chelidonium-majus-dilution-30-ch-otc338351
